,NPI_ID,HCP_ID,TARGET,Age,Year_of_Experience,Number_of_Rx,Rx_last_1_Month,Rx_last_3_Month,Rx_last_6_Month,Rx_last_12_Month,Claims_last_1_Month,Claims_last_3_Month,Claims_last_6_Month,Claims_last_12_Month,Procedures_chemo_last_1_month,Procedures_chemo_last_3_month,Procedures_chemo_last_6_month,Procedures_chemo_last_12_month,Procedures_radio_last_6_month,Procedures_radio_last_12_month,Procedures_Biopsy_last_6_month,Promotional_medscape,Promotional_medscape_last_1_month,Promotional_medscape_last_3_month,Promotional_medscape_last_6_month,Promotional_medscape_last_12_month,Sex_ M ,Specialty_Oncology,Specialty_Pediatric,Specialty_Uro-oncology,HCO_Affiliation_Type_Contract,HCO_Affiliation_Type_Referral
751,7693844,HCP_752,0,76,60,1072,1926,2402,4084,6471,128,221,348,664,41,42,63,126,129,223,156,6,8,9,16,17,True,True,False,False,True,False
752,1744212,HCP_753,0,64,40,683,1198,1597,2907,3414,174,189,230,454,49,53,58,104,88,129,171,8,11,12,16,29,False,False,False,False,False,True
753,3207697,HCP_754,0,42,47,930,1730,2535,3006,4681,185,276,454,475,27,36,39,46,141,260,120,9,11,22,42,82,True,True,False,False,False,False
754,4013368,HCP_755,0,88,41,1100,1620,2225,3782,5214,340,559,773,1057,49,57,94,150,115,134,125,10,19,38,63,123,False,True,False,False,False,True
755,8456724,HCP_756,0,55,53,1011,1335,1952,3451,5261,32,37,43,69,31,45,66,82,82,134,146,9,11,20,35,67,True,False,False,False,True,False
756,9766300,HCP_757,0,42,56,1100,1509,2286,4513,5665,114,160,208,365,39,62,114,132,108,175,153,5,8,9,17,18,False,False,False,False,False,True
757,1438392,HCP_758,0,58,42,1055,1080,1656,2617,3425,56,108,186,188,25,40,50,82,105,177,140,10,14,25,35,57,False,False,False,False,True,False
758,9415226,HCP_759,0,92,16,470,494,864,892,1737,242,421,656,662,53,83,131,245,205,360,127,5,10,13,25,48,False,True,False,False,False,False
759,8442940,HCP_760,0,82,60,1005,1996,3710,5243,10080,13,25,33,54,39,64,110,220,110,146,231,8,16,32,49,96,False,False,False,False,False,False
760,6491489,HCP_761,0,60,20,173,203,265,418,630,347,625,1049,1880,27,28,45,87,286,306,180,6,12,21,36,52,True,False,False,False,False,False
761,6743529,HCP_762,0,71,10,1100,1594,2074,2857,5241,60,76,94,127,51,60,74,105,164,315,69,5,9,18,22,44,False,False,False,False,False,False
762,3770283,HCP_763,0,32,42,1100,1159,1804,3106,5171,174,287,470,859,38,41,78,132,191,205,122,9,10,11,13,15,False,False,False,False,False,True
763,3316496,HCP_764,0,62,10,440,615,639,712,880,48,80,115,225,49,56,98,195,107,171,148,5,9,15,22,43,True,False,True,False,False,True
764,2771675,HCP_765,0,69,52,1100,1446,2123,3839,5612,97,115,145,263,55,103,144,169,78,114,127,10,12,16,27,47,False,True,False,False,False,True
765,7760915,HCP_766,0,84,21,1100,1181,1998,3100,3536,257,454,607,891,37,51,52,65,148,199,158,5,6,9,17,22,False,False,False,False,True,False
766,7131641,HCP_767,0,90,45,1000,1582,1916,2721,3494,212,360,704,1145,73,122,232,389,106,135,226,10,11,17,22,34,True,False,False,False,False,False
767,2584768,HCP_768,0,78,46,1100,1444,1590,3075,5860,67,99,151,291,75,105,202,276,135,209,139,10,17,27,38,62,False,False,False,False,False,True
768,4227740,HCP_769,0,41,60,1100,1344,2059,3082,5147,267,397,736,1027,32,49,69,115,75,127,193,8,10,17,25,50,True,False,False,False,False,True
769,9095088,HCP_770,0,77,16,587,677,1181,1257,2253,65,79,95,184,37,53,55,60,174,235,100,10,20,30,48,92,True,False,False,True,False,False
770,9434797,HCP_771,0,64,45,1100,1200,2393,4168,7678,170,175,328,624,62,77,122,165,124,196,61,10,11,12,24,44,False,True,False,False,False,True
771,3285154,HCP_772,0,50,20,415,585,1110,1143,1497,250,362,718,1316,64,85,107,170,222,260,73,9,12,18,35,40,False,True,False,False,False,True
772,7439676,HCP_773,0,44,15,733,848,1362,1588,2364,336,587,1001,1631,23,30,35,53,76,142,143,6,8,16,28,32,False,False,False,False,False,False
773,1366611,HCP_774,0,52,41,456,762,1437,1484,2908,295,554,754,1506,50,75,123,135,109,209,106,7,12,13,16,29,True,False,False,False,False,False
774,7377210,HCP_775,0,61,10,592,1029,1144,1771,2517,178,205,320,616,29,53,55,107,212,356,187,6,10,15,28,48,True,False,False,False,False,True
775,4767736,HCP_776,0,83,57,1100,1309,2241,4130,5070,201,380,697,933,43,81,115,225,64,97,88,7,9,17,25,46,True,False,True,False,True,False
776,1490230,HCP_777,0,92,35,961,1631,2207,2812,3767,181,250,452,799,65,103,201,300,162,226,146,7,9,18,34,53,False,False,False,False,False,True
777,1433189,HCP_778,0,76,13,650,813,1500,2381,2704,203,339,378,620,62,118,133,220,59,115,87,6,11,12,19,33,True,False,False,False,False,True
778,9252467,HCP_779,0,86,54,892,1581,2597,3763,6141,64,101,160,300,58,66,99,110,136,161,133,8,10,11,14,28,False,False,False,False,False,False
779,9389346,HCP_780,0,86,19,448,520,611,858,1698,219,355,429,716,38,69,111,132,107,122,134,7,13,24,45,46,True,True,False,False,True,False
780,7168868,HCP_781,0,81,26,518,681,810,1099,1458,217,338,674,1223,66,73,80,88,140,159,142,6,8,12,16,28,False,False,False,True,True,False
781,5483650,HCP_782,0,87,54,960,1860,3382,3910,6870,283,458,602,1108,59,92,104,118,157,262,157,8,13,22,44,48,True,False,False,False,False,True
782,6559560,HCP_783,0,81,50,1100,2043,3535,6824,9790,44,48,64,94,29,43,49,79,41,62,101,10,11,12,23,38,True,False,False,False,False,False
783,9429992,HCP_784,0,66,45,359,394,694,737,853,173,215,376,423,45,50,100,144,69,135,191,6,12,20,23,24,False,False,False,False,False,False
784,7358723,HCP_785,0,88,45,191,330,511,531,646,78,147,286,454,27,45,76,126,102,185,205,9,14,27,47,77,True,False,False,True,False,True
785,1194023,HCP_786,0,63,58,1100,2001,2662,4183,4482,130,209,326,449,66,96,125,152,156,203,149,5,9,15,20,22,False,False,False,False,False,False
786,3819732,HCP_787,0,41,58,1100,1180,1819,3154,5322,276,399,401,790,24,33,40,63,109,119,113,8,14,26,30,37,True,True,False,False,False,True
787,8126320,HCP_788,0,43,38,1100,2094,2412,2900,5247,55,104,139,168,65,78,154,269,213,216,157,6,9,10,11,13,True,False,True,False,False,False
788,9753584,HCP_789,0,66,16,455,536,631,1089,2155,216,272,342,647,63,73,139,231,91,128,58,5,6,10,16,28,True,False,False,True,False,True
789,7196841,HCP_790,0,37,41,483,689,1316,1438,2221,219,249,416,539,65,121,222,311,74,139,234,5,9,14,21,27,False,True,False,False,False,True
790,3037966,HCP_791,0,48,10,474,623,944,1486,1576,206,220,346,390,60,117,133,136,152,153,112,6,8,10,17,20,True,False,True,False,False,False
791,3536355,HCP_792,0,53,36,271,291,337,350,612,106,126,188,203,62,64,91,139,59,118,70,5,10,20,26,52,False,True,False,False,False,False
792,1084724,HCP_793,0,84,56,1100,1301,1306,2453,3005,65,84,137,150,26,51,93,182,71,135,114,9,14,26,48,61,False,False,True,False,False,False
793,4177844,HCP_794,0,67,10,676,1293,2533,3620,5662,213,304,605,816,38,58,78,120,122,123,224,8,14,15,25,45,False,True,False,False,False,True
794,5708814,HCP_795,0,91,24,373,620,795,1551,1659,72,86,131,243,50,81,128,174,223,324,100,5,7,10,15,28,False,False,False,True,True,False
795,9412387,HCP_796,0,30,19,1100,1971,3735,6517,11788,323,590,615,1203,37,57,78,87,183,241,165,6,8,15,17,18,True,False,False,False,False,False
796,4957189,HCP_797,0,43,40,1100,2062,2652,4020,6727,226,241,281,410,29,39,46,79,140,206,217,10,15,27,48,63,False,False,False,True,True,False
797,5524280,HCP_798,0,36,51,1100,2073,3335,3991,4367,12,13,22,31,68,110,148,260,122,140,186,9,18,26,50,61,True,False,False,False,True,False
798,4528576,HCP_799,0,65,52,981,1467,2115,3784,7132,61,88,160,247,28,30,35,60,81,141,143,6,12,16,29,43,True,False,True,False,False,False
799,4293618,HCP_800,0,43,13,815,1290,2485,3480,4768,144,280,288,315,70,99,161,310,268,450,109,5,9,13,20,34,True,False,False,False,False,False
800,6633336,HCP_801,0,54,10,1100,1675,3018,5968,11468,59,108,119,213,40,44,49,76,147,170,110,5,9,12,20,33,True,False,False,False,False,False
801,7702172,HCP_802,0,58,60,920,1105,1648,1685,2070,226,297,576,595,64,100,151,289,123,218,105,10,20,37,72,110,True,False,False,False,False,True
802,6800664,HCP_803,0,37,44,1060,1865,2053,2186,3151,315,583,1080,2053,53,75,78,124,166,305,70,10,11,13,25,41,False,True,False,False,True,False
803,5283416,HCP_804,0,49,10,1100,1868,3337,5716,8645,91,136,266,404,62,67,121,181,143,210,169,6,9,14,28,56,True,False,False,False,False,False
804,9868020,HCP_805,0,84,26,443,675,795,1467,2292,100,113,165,265,23,31,48,67,86,129,58,9,18,33,63,76,True,False,False,False,False,False
805,6660259,HCP_806,0,61,33,647,662,815,1359,1883,28,36,56,70,50,94,133,171,104,154,72,5,9,14,18,25,False,False,False,True,False,True
806,7901679,HCP_807,0,89,23,268,401,724,1223,1573,123,165,176,268,62,122,157,306,107,132,95,10,19,25,50,85,True,False,False,True,False,False
807,9514712,HCP_808,0,30,60,1100,1517,1941,3695,6587,317,548,1094,1830,41,55,92,149,121,172,113,9,10,16,25,34,False,False,False,False,False,False
808,9554386,HCP_809,0,56,59,1100,2086,3112,3766,4578,234,310,352,369,44,69,110,171,155,253,132,10,19,29,33,62,False,False,False,False,False,True
809,5705256,HCP_810,0,61,53,996,1035,1187,2298,4136,22,24,37,56,74,124,226,347,133,173,150,7,12,13,18,25,False,False,True,False,True,False
810,8125009,HCP_811,0,38,29,654,1208,2125,3757,4509,191,210,221,366,63,126,234,368,172,175,243,8,15,20,31,51,True,False,False,False,True,False
811,9025354,HCP_812,0,43,60,647,830,1460,1786,3090,14,20,29,58,23,40,74,111,113,225,81,10,18,27,52,98,False,False,False,False,False,False
812,8347259,HCP_813,0,45,50,921,1113,1314,1403,1551,192,314,320,457,50,78,79,103,101,142,97,5,10,14,23,44,True,False,True,False,False,False
813,5266038,HCP_814,0,81,10,185,274,528,936,1487,120,211,352,479,71,134,229,341,115,209,129,6,11,19,32,62,False,False,False,True,False,True
814,9359041,HCP_815,0,53,51,947,1756,3372,4070,4713,66,122,125,238,67,128,142,165,158,201,96,8,13,17,31,41,False,True,False,False,False,True
815,3361206,HCP_816,0,62,31,1100,1976,2786,4686,5385,300,346,455,693,59,72,119,157,210,313,147,6,10,16,26,47,True,False,True,False,False,False
816,5205118,HCP_817,0,33,45,1065,2070,3978,7854,11072,200,272,306,394,70,86,109,142,118,128,87,9,10,13,18,24,True,False,False,False,False,False
817,9733067,HCP_818,0,71,35,841,1279,2031,3152,6184,73,126,203,288,51,96,114,149,113,122,84,10,18,26,48,60,True,True,False,False,False,False
818,5912208,HCP_819,0,53,54,602,881,1289,1569,2474,282,420,496,651,48,74,100,151,46,52,296,7,8,9,18,24,True,True,False,False,False,True
819,2660015,HCP_820,0,80,54,818,1005,1090,1620,3229,188,197,375,618,51,71,129,227,62,102,122,9,11,13,14,20,True,False,True,False,False,False
820,5543136,HCP_821,0,54,49,1100,2102,2229,3384,3866,163,273,437,541,47,78,127,235,139,258,264,10,12,19,35,54,False,False,False,False,True,False
821,6555154,HCP_822,0,71,50,398,738,1009,1165,1680,51,97,102,107,36,57,75,109,108,154,137,10,12,24,39,48,True,False,False,False,True,False
822,8869299,HCP_823,0,43,34,677,1271,2202,2917,4429,279,382,690,1180,59,88,92,181,103,181,88,9,15,17,21,36,True,False,False,False,False,False
823,9763112,HCP_824,0,85,49,1007,1956,2299,3016,5562,31,51,66,68,36,49,93,95,206,324,166,10,18,21,40,63,True,False,False,False,False,True
824,1029460,HCP_825,0,46,58,1100,1433,2627,4733,5846,132,248,303,353,42,80,114,116,84,134,110,9,12,17,25,38,False,False,False,False,True,False
825,2431612,HCP_826,0,34,46,1041,1111,1194,1344,1598,97,162,308,359,39,62,71,125,220,389,60,8,16,22,42,44,False,False,False,False,False,False
826,5040476,HCP_827,0,78,12,1046,1326,2640,4723,7445,185,271,503,630,62,83,94,97,143,252,76,7,11,22,44,64,False,True,False,False,False,False
827,4546396,HCP_828,0,41,23,409,545,721,1432,2014,245,435,870,1354,73,114,192,330,161,315,75,9,17,33,48,75,True,False,False,False,False,True
828,4143031,HCP_829,0,89,16,568,1048,1249,1284,2425,309,329,335,634,49,85,149,229,126,214,124,10,19,28,51,66,True,False,False,True,False,False
829,8094784,HCP_830,0,46,59,804,1034,1686,2609,2966,97,152,170,198,48,52,97,132,97,187,159,5,7,13,19,35,True,False,False,False,True,False
830,8227066,HCP_831,0,38,60,1100,1195,1484,1966,2088,189,240,377,678,54,108,140,155,103,115,117,5,8,11,17,23,False,False,False,False,False,True
831,4642211,HCP_832,0,36,54,1100,1329,2222,3150,5298,248,373,530,941,47,59,118,206,57,98,126,10,14,21,31,62,True,False,False,False,False,True
832,4411930,HCP_833,0,75,60,995,1593,2232,2736,4492,208,257,314,389,47,83,136,229,223,270,108,7,12,19,38,62,False,False,True,False,False,False
833,6147856,HCP_834,0,87,45,1100,1723,2512,3739,6472,40,64,87,93,69,95,128,170,239,353,96,10,11,20,30,37,False,False,False,True,False,False
834,2180695,HCP_835,0,56,10,238,333,564,909,1161,255,341,682,1000,73,94,150,184,167,334,89,5,7,13,18,23,True,False,False,False,False,True
835,1807819,HCP_836,0,59,21,1100,1418,2458,3987,5184,41,66,119,208,49,90,170,281,107,182,81,9,10,20,37,56,False,False,False,False,False,False
836,5865781,HCP_837,0,72,46,1066,1498,1882,2450,3887,44,83,112,179,43,79,102,152,130,162,204,6,11,21,36,61,False,False,False,False,True,False
837,7605203,HCP_838,0,32,56,1100,1787,2567,4243,7129,160,203,346,499,43,54,96,125,162,200,81,6,7,10,19,20,False,False,False,True,False,True
838,5216776,HCP_839,0,92,10,470,515,688,1155,1396,58,114,150,179,28,31,35,41,173,324,125,6,7,13,20,30,False,True,False,False,False,False
839,4371077,HCP_840,0,39,42,1100,1592,2092,3106,5140,284,492,793,1416,73,88,126,248,148,268,104,7,9,16,25,26,True,False,False,True,False,True
840,4619145,HCP_841,0,38,16,1068,1083,1955,2657,3551,28,56,69,83,55,60,87,160,133,204,98,5,8,13,17,29,False,False,True,False,False,False
841,3014076,HCP_842,0,92,13,730,738,967,972,1491,304,580,807,1593,66,118,184,196,226,245,109,10,20,25,44,77,True,False,False,True,True,False
842,1351531,HCP_843,0,92,56,823,1530,2231,4196,5435,124,176,197,243,60,97,142,223,85,99,143,6,11,17,22,30,False,True,False,False,True,False
843,5734807,HCP_844,0,69,43,842,1420,1599,2395,4309,274,425,582,1147,44,68,120,197,171,246,160,9,12,22,28,35,False,False,False,False,False,False
844,2233495,HCP_845,0,84,54,1100,2021,2210,3343,5349,23,36,66,114,31,47,72,104,148,292,76,6,10,17,23,43,True,False,True,False,False,False
845,6730443,HCP_846,0,59,26,248,465,826,1444,1927,267,279,471,509,65,116,202,220,136,270,118,9,18,28,51,97,False,False,True,False,False,True
846,9789401,HCP_847,0,85,52,818,951,1128,1492,2886,252,443,445,755,57,76,126,228,92,110,79,8,9,17,24,30,False,False,True,False,False,False
847,6051496,HCP_848,0,66,10,623,763,1187,1588,2402,142,199,379,507,50,76,98,108,132,188,86,10,15,30,60,108,False,False,False,True,False,False
848,7076485,HCP_849,0,41,52,1006,1990,3274,4598,7812,339,438,788,867,56,73,107,182,174,245,74,8,9,17,25,45,False,False,False,True,True,False
849,3096147,HCP_850,0,66,60,1100,1732,2865,4859,7937,286,381,500,732,68,130,199,257,121,214,126,9,13,18,24,33,True,False,True,False,True,False
850,8593061,HCP_851,0,54,10,283,374,703,1058,1981,313,507,723,1376,36,71,115,135,106,171,101,5,9,18,21,22,True,False,False,False,False,False
851,7683044,HCP_852,0,75,58,1059,1656,2609,3590,4777,238,251,370,450,38,55,59,92,65,103,90,8,15,28,48,59,False,False,False,False,False,True
852,4005872,HCP_853,0,45,60,1100,1792,2328,4647,9090,23,45,81,110,49,67,107,155,90,135,85,10,15,17,30,54,True,True,False,False,False,False
853,2381498,HCP_854,0,78,50,477,598,649,1045,1719,33,40,62,115,38,47,91,126,63,69,73,5,6,10,19,32,True,True,False,False,False,True
854,8842638,HCP_855,0,66,46,1100,1675,2416,4546,7625,261,263,416,802,49,65,110,123,162,233,107,9,12,15,18,33,False,False,False,True,True,False
855,7699076,HCP_856,0,37,10,660,969,1463,2796,3854,28,33,40,69,23,25,30,37,122,233,165,9,10,14,25,33,True,False,True,False,True,False
856,6019075,HCP_857,0,31,47,1100,1664,2844,2867,4733,200,301,353,368,57,63,110,175,102,139,81,7,14,19,29,33,True,False,True,False,True,False
857,6560937,HCP_858,0,83,10,1100,1354,1912,3705,4389,289,573,916,945,56,72,112,167,121,128,136,5,9,16,31,40,True,True,False,False,False,True
858,3155375,HCP_859,0,80,10,310,426,435,869,1508,217,416,540,567,67,86,112,114,146,278,97,6,9,11,20,24,True,False,False,False,False,True
859,9126079,HCP_860,0,34,18,757,1035,1239,2091,3369,327,557,1050,1627,49,61,75,100,65,107,119,10,15,25,49,94,False,False,False,False,False,False
860,5092202,HCP_861,0,50,32,621,1110,1366,2069,3347,134,198,313,466,75,104,150,192,130,183,89,6,12,22,44,55,True,False,False,True,False,False
861,9317338,HCP_862,0,66,10,579,657,1128,1576,2584,69,80,130,239,41,64,102,109,90,164,162,10,17,18,32,57,False,False,False,True,False,False
862,2331572,HCP_863,0,77,30,320,491,800,1472,2626,80,107,205,400,38,50,56,64,80,153,151,9,17,22,36,37,True,True,False,False,False,True
863,9840158,HCP_864,0,90,10,577,882,1095,1587,2273,110,164,291,386,27,38,67,133,114,196,100,6,9,18,34,54,False,False,False,False,False,True
864,7237075,HCP_865,0,39,10,141,179,346,564,900,211,266,316,340,60,76,111,172,210,328,183,9,15,26,31,38,False,False,False,True,False,True
865,2259138,HCP_866,0,82,59,1100,1252,1395,2261,2447,162,282,412,678,65,87,108,142,131,159,153,6,11,17,29,33,False,False,False,False,False,False
866,2532976,HCP_867,0,32,11,272,309,449,736,919,93,114,203,388,34,65,129,160,211,258,114,9,16,23,34,45,True,False,False,True,False,True
867,3786288,HCP_868,0,44,52,789,1551,2078,2371,3025,157,279,396,519,40,69,93,112,187,358,150,10,13,20,28,31,False,False,True,False,False,False
868,3963578,HCP_869,0,53,44,845,942,1850,3613,4408,274,516,964,1669,71,108,208,334,94,120,124,10,20,38,63,126,True,False,False,False,False,True
869,1991774,HCP_870,0,82,13,831,1018,1280,1298,2307,172,264,360,667,25,28,36,54,185,245,112,7,14,25,31,55,False,False,False,True,False,False
870,8090020,HCP_871,0,50,42,1100,1646,2570,3104,3456,215,393,750,755,35,68,120,160,185,352,111,6,11,22,42,63,False,False,False,False,False,False
871,5303603,HCP_872,0,66,35,1100,1483,1486,2778,4114,12,23,25,26,36,47,87,92,127,232,140,6,9,17,32,50,False,False,False,True,False,False
872,9533732,HCP_873,0,71,50,1100,1846,2953,4555,5076,102,131,214,326,53,103,133,223,89,143,141,9,18,21,30,52,True,False,False,True,False,True
873,2006470,HCP_874,0,35,60,1100,1827,2531,2620,3745,333,485,579,720,66,104,188,239,147,288,195,8,10,16,18,21,True,False,False,False,False,False
874,2392888,HCP_875,0,66,23,383,477,757,875,1494,245,353,523,948,42,67,133,205,116,184,80,9,10,16,25,46,False,True,False,False,False,False
875,7060010,HCP_876,0,51,60,1100,1218,2150,3852,5710,229,288,406,683,23,44,74,79,73,135,104,10,14,26,31,54,True,False,False,False,False,False
876,9848335,HCP_877,0,70,29,397,524,874,1277,1743,62,106,108,145,53,98,132,193,271,275,86,9,15,27,50,83,False,False,True,False,False,False
877,5707136,HCP_878,0,64,60,1100,1937,3052,3367,5543,260,392,496,736,30,33,45,89,159,183,110,5,8,16,18,36,True,True,False,False,False,False
878,8223266,HCP_879,0,79,32,1072,1449,2260,4176,6495,212,240,432,688,36,44,49,84,239,433,93,8,13,14,17,31,False,False,True,False,False,False
879,7277168,HCP_880,0,70,18,591,851,1184,1486,2575,128,248,485,750,33,57,107,194,147,257,157,7,8,10,12,15,True,False,False,False,False,False
880,6616937,HCP_881,0,68,39,764,1342,2286,2900,3563,210,324,467,792,74,144,272,369,117,212,49,6,7,13,24,33,True,False,False,True,False,False
881,5063276,HCP_882,0,54,33,175,350,467,564,583,193,288,299,565,24,48,61,82,211,334,138,10,20,22,43,75,True,False,False,False,False,False
882,8844161,HCP_883,0,41,28,356,433,550,765,1411,204,207,284,349,44,47,93,95,106,163,197,6,10,13,22,36,True,False,False,True,False,False
883,3097659,HCP_884,0,82,15,100,159,230,440,578,133,224,265,344,54,60,63,68,101,123,144,9,18,35,49,72,True,True,False,False,False,True
884,2960162,HCP_885,0,79,10,272,432,447,625,942,344,411,487,578,28,39,67,103,156,189,118,7,13,14,25,49,True,False,False,False,True,False
885,7582408,HCP_886,0,56,60,1100,1617,1815,3617,5323,55,92,170,221,65,79,119,131,166,260,186,7,8,15,23,43,False,True,False,False,False,False
886,6481977,HCP_887,0,48,50,1100,1833,2044,3412,4806,78,100,194,293,29,30,31,32,183,303,74,9,16,31,60,70,False,False,False,True,False,True
887,9248841,HCP_888,0,90,60,1100,1882,2227,4220,6519,181,362,573,714,27,51,97,105,247,462,176,10,18,33,35,56,False,False,False,False,False,False
888,6406226,HCP_889,0,48,31,350,551,801,1526,2883,59,117,209,345,58,102,203,293,61,85,128,5,10,18,20,23,False,False,False,False,False,False
889,6624160,HCP_890,0,51,46,1100,1980,3431,6093,8700,263,481,522,586,30,36,64,87,106,117,116,6,7,12,17,19,True,False,False,False,False,False
890,6752060,HCP_891,0,89,58,1037,1143,1764,1979,2182,324,381,701,1069,69,125,204,232,94,172,118,5,8,12,18,30,False,False,False,False,False,False
891,8081178,HCP_892,0,33,60,1100,1720,2519,3332,5795,94,146,243,282,59,109,210,326,66,89,111,10,16,22,26,36,True,False,False,True,False,False
892,8803507,HCP_893,0,34,36,456,832,882,1578,2030,255,441,851,1352,33,44,72,109,56,112,83,10,18,20,35,39,False,False,False,False,True,False
893,9741092,HCP_894,0,30,43,1100,1668,2933,5057,8804,270,335,451,488,23,36,72,77,99,198,136,9,15,22,32,59,False,False,False,False,False,True
894,6658788,HCP_895,0,32,42,1100,1764,2923,4700,8938,113,215,274,449,29,35,51,62,53,95,50,7,13,15,21,34,False,False,True,False,False,False
895,8073581,HCP_896,0,57,57,1100,2096,3294,4119,4639,49,96,153,264,53,91,181,202,166,218,45,7,13,18,28,39,False,True,False,False,False,False
896,7072919,HCP_897,0,68,58,1006,1255,1683,2278,4405,58,111,202,264,56,71,126,159,95,140,213,8,14,28,56,63,False,False,False,False,True,False
897,7199043,HCP_898,0,67,47,952,1053,1909,3019,4135,99,122,141,247,56,86,95,181,162,202,76,10,18,31,52,85,True,True,False,False,False,True
898,9693788,HCP_899,0,52,53,919,1664,1794,3580,4437,10,11,13,15,45,49,82,133,92,103,155,9,17,20,29,32,False,True,False,False,True,False
899,7851110,HCP_900,0,36,58,828,955,1242,2386,2824,273,329,491,806,74,147,268,491,104,144,125,10,18,19,26,41,True,False,False,False,False,False
900,5456017,HCP_901,0,75,18,385,581,860,1106,1158,51,73,106,174,63,68,127,219,107,108,254,8,14,22,26,32,False,False,False,True,False,False
901,5282445,HCP_902,0,51,39,1002,1228,1284,2237,4216,329,541,685,1152,24,25,36,47,90,176,79,5,9,14,17,34,False,False,True,False,False,True
902,3814668,HCP_903,0,43,10,1003,1377,2080,2531,5025,320,450,668,941,47,87,127,254,108,130,87,10,14,20,23,26,True,False,False,True,False,False
903,2535020,HCP_904,0,76,60,979,1556,1734,1812,1885,246,278,439,754,68,83,164,217,96,119,63,10,13,17,22,38,False,False,False,True,False,True
904,1250402,HCP_905,0,79,45,1100,1205,1258,2039,3176,311,428,610,957,59,90,97,149,154,222,75,7,9,11,13,17,True,False,False,True,True,False
905,2781588,HCP_906,0,39,60,1100,1649,2570,4134,6694,114,165,300,542,38,76,134,141,187,235,151,10,18,23,25,39,True,False,False,True,True,False
906,5160722,HCP_907,0,61,32,242,471,591,1152,1258,13,26,39,49,31,44,48,93,71,141,132,8,13,15,29,58,False,False,False,False,True,False
907,9807784,HCP_908,0,44,60,813,1121,2097,2911,5366,120,143,217,374,39,52,102,200,114,151,64,9,14,19,37,51,False,True,False,False,False,True
908,5289606,HCP_909,0,85,60,1100,1245,1326,1956,3631,99,184,227,292,43,63,72,92,178,276,227,7,9,14,15,19,True,False,False,False,False,True
909,6831649,HCP_910,0,45,33,1100,1347,2622,5220,6794,247,278,415,437,48,58,72,97,98,159,83,9,12,18,34,56,True,True,False,False,False,False
910,8066542,HCP_911,0,47,10,472,610,686,831,1610,118,169,334,454,26,51,77,153,270,324,113,7,8,15,23,33,True,False,False,True,False,True
911,3351576,HCP_912,0,29,40,1100,1709,3156,6116,9505,92,116,191,217,27,52,69,70,148,177,200,7,14,25,31,34,False,False,False,False,False,False
912,7228200,HCP_913,0,84,10,100,108,129,214,309,341,672,791,1422,37,56,91,155,114,186,129,5,7,9,15,24,False,False,True,False,False,False
913,2346524,HCP_914,0,30,60,1100,2147,2396,2397,4597,49,56,57,112,74,144,204,208,109,161,122,7,13,16,31,47,False,False,False,False,True,False
914,2786147,HCP_915,0,35,39,1100,1613,2899,4460,6111,267,422,610,711,53,106,162,210,90,96,137,7,9,12,20,23,False,False,False,True,False,True
915,9075209,HCP_916,0,51,33,536,943,1386,2359,2682,233,375,443,500,49,88,97,115,258,489,105,6,7,11,18,27,False,False,False,False,False,False
916,6822108,HCP_917,0,82,52,1100,1428,1460,2313,4472,245,261,366,622,37,68,90,165,180,265,117,7,14,27,38,43,True,False,False,True,False,True
917,7362216,HCP_918,0,51,59,1100,1394,2719,3681,4465,236,386,452,459,53,94,150,262,117,118,90,7,12,24,27,42,True,False,False,False,False,False
918,7337311,HCP_919,0,32,46,1025,1856,3037,5697,5947,90,147,231,406,59,95,137,177,152,189,139,5,6,12,19,35,False,False,True,False,True,False
919,6303920,HCP_920,0,40,50,1100,1936,2908,4268,5162,327,521,752,1268,50,65,93,174,181,301,122,6,7,13,17,34,True,False,False,False,False,False
920,8907251,HCP_921,0,40,56,1100,2180,3638,6045,7230,52,62,108,120,32,61,89,175,80,131,113,5,10,18,20,26,False,False,True,False,False,True
921,5870462,HCP_922,0,40,60,1100,1439,2472,3687,6358,288,384,473,600,45,83,135,250,122,168,112,8,13,23,39,76,True,False,False,False,False,True
922,6859161,HCP_923,0,54,10,526,729,1257,2267,3759,311,521,947,1355,73,108,167,300,106,179,112,5,6,7,9,14,True,False,False,False,True,False
923,7382504,HCP_924,0,41,60,680,950,1811,3358,6520,56,89,129,136,63,86,95,182,73,96,135,10,15,16,30,36,True,False,False,False,False,True
924,2263278,HCP_925,0,30,48,214,256,458,661,1256,346,582,651,976,35,41,62,66,209,237,195,7,13,21,39,44,False,False,False,False,True,False
925,4949049,HCP_926,0,35,57,1100,2196,3035,5190,10035,50,52,84,132,55,70,110,139,142,259,207,7,14,26,27,34,False,False,False,False,True,False
926,1422517,HCP_927,0,90,57,737,1194,1340,1526,1848,99,191,256,444,38,40,48,65,86,150,40,6,7,12,20,32,True,False,False,True,False,True
927,9983863,HCP_928,0,43,52,1100,1559,2341,4274,8459,218,252,494,920,58,104,194,242,129,173,227,5,7,14,24,39,False,False,False,True,False,False
928,1044365,HCP_929,0,31,18,658,747,1311,2526,4151,188,363,416,817,72,97,184,318,177,267,134,7,14,15,25,47,False,False,True,False,True,False
929,6983191,HCP_930,0,56,27,679,853,917,1637,2947,89,164,310,550,45,57,100,193,94,171,129,10,11,14,28,39,False,False,False,False,False,False
